image_name,interesting/not interesting,num_person,num_vehicles,avg_person_conf,total_boxes,bounding_boxes
2020-11-23_10_02_54_349,1,3,0,0.684,3,"[{""label"": ""person"", ""score"": 0.7410667538642883, ""bbox"": [478.2510681152344, 553.68408203125, 518.090087890625, 687.3353881835938]}, {""label"": ""person"", ""score"": 0.7044232487678528, ""bbox"": [830.71728515625, 588.302001953125, 890.8276977539062, 751.0253295898438]}, {""label"": ""person"", ""score"": 0.6079584956169128, ""bbox"": [155.56515502929688, 657.4358520507812, 220.40640258789062, 747.0390625]}]"
2020-11-23_14_32_54_649,0,1,0,0.602,1,"[{""label"": ""person"", ""score"": 0.6018700003623962, ""bbox"": [844.6171875, 614.544189453125, 915.9292602539062, 714.5872192382812]}]"
2020-11-24_06_57_55_679,0,0,0,0.0,0,[]
2020-11-24_11_37_54_640,1,2,0,0.677,2,"[{""label"": ""person"", ""score"": 0.7469210624694824, ""bbox"": [242.28759765625, 495.35662841796875, 285.633544921875, 590.489013671875]}, {""label"": ""person"", ""score"": 0.6066968441009521, ""bbox"": [39.84343719482422, 583.2919311523438, 92.46443176269531, 693.3518676757812]}]"
2020-11-24_16_12_55_010,0,0,0,0.0,0,[]
2020-11-25_08_47_54_499,0,0,0,0.0,0,[]
2020-11-25_13_08_01_343,0,0,0,0.0,0,[]
2020-11-25_17_27_58_626,0,0,0,0.0,0,[]
2020-11-26_10_02_56_586,0,1,0,0.681,1,"[{""label"": ""person"", ""score"": 0.6814996004104614, ""bbox"": [527.106689453125, 331.7654724121094, 559.76220703125, 409.78521728515625]}]"
2020-11-26_14_38_07_368,1,4,0,0.777,4,"[{""label"": ""person"", ""score"": 0.7926732897758484, ""bbox"": [957.2047119140625, 552.8056640625, 1007.48876953125, 661.6353759765625]}, {""label"": ""person"", ""score"": 0.7912074327468872, ""bbox"": [1078.093505859375, 658.3203125, 1197.2403564453125, 790.6040649414062]}, {""label"": ""person"", ""score"": 0.7728593349456787, ""bbox"": [788.913330078125, 577.512451171875, 847.7402954101562, 706.8101196289062]}, {""label"": ""person"", ""score"": 0.7508033514022827, ""bbox"": [379.50732421875, 535.384033203125, 449.08172607421875, 642.3072509765625]}]"
2020-11-27_07_02_55_914,0,0,0,0.0,0,[]
2020-11-27_11_48_04_608,1,1,0,0.75,1,"[{""label"": ""person"", ""score"": 0.7495007514953613, ""bbox"": [94.59190368652344, 537.8931884765625, 154.940185546875, 644.453125]}]"
2020-11-27_16_17_55_117,0,0,0,0.0,0,[]
2020-11-30_08_47_58_133,0,0,0,0.0,0,[]
2020-11-30_13_37_56_471,1,1,0,0.693,1,"[{""label"": ""person"", ""score"": 0.6926196813583374, ""bbox"": [461.2251892089844, 554.8883666992188, 513.5311279296875, 672.4264526367188]}]"
2020-11-30_17_57_58_038,0,0,0,0.0,0,[]
2020-12-01_10_37_56_422,0,0,0,0.0,0,[]
2020-12-01_15_02_56_209,0,0,0,0.0,0,[]
2020-12-02_07_37_54_812,0,0,0,0.0,0,[]
2020-12-02_12_22_59_064,0,0,0,0.0,0,[]
2020-12-02_16_47_58_027,0,0,0,0.0,0,[]
2020-12-03_09_07_54_641,0,0,0,0.0,0,[]
2020-12-03_13_53_00_154,0,0,0,0.0,0,[]
2020-12-03_18_17_54_405,0,0,0,0.0,0,[]
2020-12-04_10_42_56_788,1,1,0,0.764,1,"[{""label"": ""person"", ""score"": 0.7642438411712646, ""bbox"": [521.6925659179688, 620.9365234375, 592.9439697265625, 803.88916015625]}]"
2020-12-04_15_22_56_066,0,0,0,0.0,0,[]
2020-12-14_10_34_42_817,1,1,0,0.769,1,"[{""label"": ""person"", ""score"": 0.7687965035438538, ""bbox"": [85.22540283203125, 455.3159484863281, 122.44267272949219, 534.4331665039062]}]"
2020-12-14_14_59_44_243,0,0,0,0.0,0,[]
2020-12-15_07_29_46_482,0,0,0,0.0,0,[]
2020-12-15_11_54_43_565,1,1,1,0.727,2,"[{""label"": ""person"", ""score"": 0.7269755601882935, ""bbox"": [625.4056396484375, 539.19970703125, 673.8101196289062, 676.9677734375]}, {""label"": ""truck"", ""score"": 0.6258974671363831, ""bbox"": [108.46800231933594, 423.87213134765625, 251.42633056640625, 494.1059265136719]}]"
2020-12-15_16_14_56_802,1,1,0,0.707,1,"[{""label"": ""person"", ""score"": 0.7070862650871277, ""bbox"": [82.2022933959961, 461.6162109375, 115.62200927734375, 551.3756713867188]}]"
2020-12-16_08_39_45_009,1,4,0,0.701,4,"[{""label"": ""person"", ""score"": 0.7860814332962036, ""bbox"": [1105.19287109375, 567.0302734375, 1169.8724365234375, 697.9620361328125]}, {""label"": ""person"", ""score"": 0.754474937915802, ""bbox"": [691.1275024414062, 555.9508666992188, 740.5047607421875, 712.9517822265625]}, {""label"": ""person"", ""score"": 0.6524083614349365, ""bbox"": [1181.73486328125, 585.2734375, 1251.056640625, 718.9817504882812]}, {""label"": ""person"", ""score"": 0.6126864552497864, ""bbox"": [605.2772216796875, 544.2589721679688, 643.0670166015625, 703.7881469726562]}]"
2020-12-16_13_09_43_974,1,1,0,0.655,1,"[{""label"": ""person"", ""score"": 0.6554198265075684, ""bbox"": [322.3274230957031, 503.3436279296875, 355.4739685058594, 588.8257446289062]}]"
2020-12-16_17_34_44_425,0,0,0,0.0,0,[]
2020-12-17_09_59_44_535,1,1,0,0.697,1,"[{""label"": ""person"", ""score"": 0.6973724961280823, ""bbox"": [1084.8572998046875, 570.053955078125, 1135.4273681640625, 688.6181640625]}]"
2020-12-17_14_34_44_371,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8507781028747559, ""bbox"": [11.992069244384766, 455.9274597167969, 120.4234619140625, 540.853515625]}]"
2020-12-19_17_03_23_656,0,0,0,0.0,0,[]
2020-12-19_17_05_16_692,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8483524918556213, ""bbox"": [0.0, 456.1972351074219, 112.04998016357422, 544.1444702148438]}]"
2020-12-19_17_07_15_427,0,0,0,0.0,0,[]
2020-12-21_08_59_44_289,0,0,0,0.0,0,[]
2020-12-21_13_24_44_407,0,0,0,0.0,0,[]
2020-12-21_17_59_44_659,0,0,0,0.0,0,[]
2020-12-22_10_24_43_677,0,0,0,0.0,0,[]
2020-12-22_14_49_43_900,0,0,0,0.0,0,[]
2020-12-23_07_29_43_599,0,0,0,0.0,0,[]
2020-12-23_11_54_44_329,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7024741768836975, ""bbox"": [0.0, 413.9508972167969, 110.30751037597656, 529.8027954101562]}]"
2020-12-23_16_24_43_489,0,0,0,0.0,0,[]
2020-12-24_08_59_43_699,0,0,0,0.0,0,[]
2020-12-24_13_34_47_784,0,0,0,0.0,0,[]
2020-12-24_17_59_43_683,1,2,0,0.681,2,"[{""label"": ""person"", ""score"": 0.6975517272949219, ""bbox"": [559.0125732421875, 486.7275695800781, 586.5911865234375, 559.6150512695312]}, {""label"": ""person"", ""score"": 0.664699137210846, ""bbox"": [511.69873046875, 492.3731689453125, 539.6343383789062, 558.005615234375]}]"
2020-12-25_10_08_45_126,0,0,0,0.0,0,[]
2020-12-25_14_43_45_076,0,0,0,0.0,0,[]
2020-12-28_07_18_43_882,0,0,0,0.0,0,[]
2020-12-28_11_38_43_337,0,0,0,0.0,0,[]
2020-12-28_16_18_45_011,0,0,0,0.0,0,[]
2020-12-29_08_38_44_030,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8093782067298889, ""bbox"": [0.0, 451.6562194824219, 112.46282196044922, 509.40582275390625]}]"
2020-12-29_13_23_44_581,0,0,0,0.0,0,[]
2020-12-29_17_48_44_867,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7948241829872131, ""bbox"": [21.794116973876953, 456.9864196777344, 143.02471923828125, 507.8921203613281]}]"
2020-12-30_10_13_44_845,0,0,0,0.0,0,[]
2020-12-30_14_33_44_569,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8253955245018005, ""bbox"": [0.0, 452.36871337890625, 159.0335235595703, 511.4739685058594]}]"
2020-12-31_06_58_45_413,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8183154463768005, ""bbox"": [0.0, 451.2901916503906, 160.70657348632812, 511.3100891113281]}]"
2020-12-31_11_23_44_380,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8368071913719177, ""bbox"": [0.08687591552734375, 451.853271484375, 160.0885467529297, 511.95074462890625]}]"
2020-12-31_15_43_44_515,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.828118622303009, ""bbox"": [0.16670989990234375, 451.4879455566406, 160.5157470703125, 511.1994934082031]}]"
2021-01-01_08_33_43_993,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8274397253990173, ""bbox"": [0.0, 450.8304748535156, 160.55563354492188, 510.9053649902344]}]"
2021-01-01_13_03_44_398,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8243305087089539, ""bbox"": [0.0, 451.1864013671875, 159.79261779785156, 510.8277282714844]}]"
2021-01-01_17_28_46_146,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8205093145370483, ""bbox"": [0.0, 451.076904296875, 149.59417724609375, 510.4840393066406]}]"
2021-01-04_09_58_43_980,0,0,0,0.0,0,[]
2021-01-04_14_58_44_238,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.82328200340271, ""bbox"": [0.0, 450.6568603515625, 121.52677917480469, 509.40667724609375]}]"
2021-01-05_07_38_45_188,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8380955457687378, ""bbox"": [0.0, 450.71533203125, 128.18942260742188, 508.75018310546875]}]"
2021-01-05_12_08_45_227,0,0,0,0.0,0,[]
2021-01-05_16_33_44_928,0,0,0,0.0,0,[]
2021-01-06_09_23_44_841,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8123872876167297, ""bbox"": [0.0, 449.5566711425781, 127.47418212890625, 507.935546875]}]"
2021-01-06_13_43_43_981,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8285406827926636, ""bbox"": [0.0, 451.2804870605469, 126.81546020507812, 509.0729064941406]}]"
2021-01-06_18_28_45_602,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8193535208702087, ""bbox"": [0.0, 450.3626403808594, 126.37239074707031, 508.7652282714844]}]"
2021-01-07_10_53_44_790,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8226824402809143, ""bbox"": [0.0, 451.1708679199219, 125.77399444580078, 509.3782043457031]}]"
2021-01-07_15_18_43_863,0,0,0,0.0,0,[]
2021-01-08_07_48_43_963,0,0,0,0.0,0,[]
2021-01-08_12_23_44_228,0,0,0,0.0,0,[]
2021-01-08_16_48_43_847,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8312057256698608, ""bbox"": [0.0, 450.6577453613281, 142.5704803466797, 509.976806640625]}]"
2021-01-11_09_13_43_936,0,0,0,0.0,0,[]
2021-01-11_13_43_44_562,0,0,0,0.0,0,[]
2021-01-11_18_18_44_578,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8228670358657837, ""bbox"": [0.0, 449.8232116699219, 150.2186737060547, 510.3194274902344]}]"
2021-01-12_10_38_45_102,0,0,0,0.0,0,[]
2021-01-12_15_18_44_705,1,1,1,0.754,2,"[{""label"": ""car"", ""score"": 0.7964290380477905, ""bbox"": [0.0, 449.8580322265625, 142.3517608642578, 509.826904296875]}, {""label"": ""person"", ""score"": 0.7539178133010864, ""bbox"": [131.6849365234375, 451.5189514160156, 167.42901611328125, 520.5955200195312]}]"
2021-01-13_07_48_44_211,0,0,0,0.0,0,[]
2021-01-13_12_23_44_015,1,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8339169025421143, ""bbox"": [11.584518432617188, 457.2193603515625, 174.3385009765625, 509.1543884277344]}]"
2021-01-13_16_48_43_829,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7859708070755005, ""bbox"": [11.22821044921875, 455.559326171875, 170.01583862304688, 507.90509033203125]}]"
2021-01-14_09_08_44_478,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7969405055046082, ""bbox"": [9.848564147949219, 455.51934814453125, 170.9530487060547, 507.8448486328125]}]"
2021-01-14_13_33_44_381,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7633602619171143, ""bbox"": [3.2525558471679688, 454.01690673828125, 172.80224609375, 507.0775451660156]}]"
2021-01-14_18_13_48_077,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.619264543056488, ""bbox"": [10.338188171386719, 451.9041748046875, 171.0315399169922, 510.3751525878906]}]"
2021-01-15_10_43_45_032,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8243768811225891, ""bbox"": [12.352081298828125, 456.13507080078125, 171.4014129638672, 510.1064453125]}]"
2021-01-15_15_18_44_668,1,3,1,0.76,4,"[{""label"": ""car"", ""score"": 0.8060013055801392, ""bbox"": [12.362548828125, 457.54156494140625, 171.61773681640625, 509.5817565917969]}, {""label"": ""person"", ""score"": 0.7780765891075134, ""bbox"": [687.6641845703125, 530.3842163085938, 732.7056884765625, 667.2239379882812]}, {""label"": ""person"", ""score"": 0.7733513116836548, ""bbox"": [570.6939697265625, 515.2115478515625, 599.77880859375, 619.7941284179688]}, {""label"": ""person"", ""score"": 0.7287439703941345, ""bbox"": [621.0798950195312, 510.0852355957031, 658.5538330078125, 615.6943969726562]}]"
2021-01-18_07_58_44_329,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8119451999664307, ""bbox"": [0.0, 455.5707092285156, 141.6552276611328, 508.95556640625]}]"
2021-01-18_12_28_45_530,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8127776384353638, ""bbox"": [0.0, 454.7382507324219, 140.63430786132812, 509.2550354003906]}]"
2021-01-18_16_58_45_054,0,0,0,0.0,0,[]
2021-01-19_09_28_44_433,0,0,0,0.0,0,[]
2021-01-19_13_58_44_447,0,0,0,0.0,0,[]
2021-01-20_06_38_45_585,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7520313858985901, ""bbox"": [45.064537048339844, 462.0186767578125, 170.66732788085938, 551.5693359375]}]"
2021-01-20_11_18_45_547,1,1,1,0.661,2,"[{""label"": ""person"", ""score"": 0.6610479950904846, ""bbox"": [9.639320373535156, 452.39532470703125, 35.68975830078125, 530.9422607421875]}, {""label"": ""car"", ""score"": 0.6604210138320923, ""bbox"": [155.40623474121094, 454.1514892578125, 278.48974609375, 500.9124450683594]}]"
2021-01-20_15_58_44_773,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.6943888664245605, ""bbox"": [135.40029907226562, 454.0948181152344, 274.7589111328125, 501.16650390625]}]"
2021-01-21_08_28_45_845,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.6598424315452576, ""bbox"": [137.7406005859375, 450.9783935546875, 274.70855712890625, 501.6587829589844]}]"
2021-01-21_13_08_47_373,0,0,0,0.0,0,[]
2021-01-21_17_43_46_364,0,0,0,0.0,0,[]
2021-01-22_10_38_44_750,0,0,0,0.0,0,[]
2021-01-22_15_18_44_325,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7570266723632812, ""bbox"": [43.729713439941406, 462.17645263671875, 164.72247314453125, 542.9116821289062]}]"
2021-01-25_07_48_43_781,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8072410821914673, ""bbox"": [45.95471954345703, 461.3160705566406, 166.01840209960938, 541.7269897460938]}]"
2021-01-25_12_23_44_146,0,0,0,0.0,0,[]
2021-01-25_16_53_43_901,0,0,0,0.0,0,[]
2021-01-26_09_38_44_457,1,1,0,0.757,1,"[{""label"": ""person"", ""score"": 0.7566328048706055, ""bbox"": [67.01114654541016, 464.7271728515625, 124.63705444335938, 537.1043701171875]}]"
2021-01-26_14_18_44_377,1,1,0,0.769,1,"[{""label"": ""person"", ""score"": 0.7692464590072632, ""bbox"": [243.76620483398438, 657.761474609375, 345.13848876953125, 752.726318359375]}]"
2021-01-27_06_43_49_007,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8456944227218628, ""bbox"": [57.44351577758789, 459.45556640625, 172.41351318359375, 540.47216796875]}]"
2021-01-27_11_18_44_009,0,0,0,0.0,0,[]
2021-01-27_16_03_43_786,0,0,0,0.0,0,[]
2021-01-28_08_33_44_209,0,0,0,0.0,0,[]
2021-01-28_13_08_44_486,1,1,0,0.631,1,"[{""label"": ""person"", ""score"": 0.630577802658081, ""bbox"": [58.98857116699219, 609.6808471679688, 117.61835479736328, 704.1482543945312]}]"
2021-01-28_17_43_46_357,0,0,0,0.0,0,[]
2021-01-29_10_13_44_409,0,0,0,0.0,0,[]
2021-01-29_14_33_43_642,0,0,0,0.0,0,[]
2021-02-01_07_03_44_731,0,0,0,0.0,0,[]
2021-02-01_11_48_45_083,0,0,0,0.0,0,[]
2021-02-01_16_23_44_838,0,0,0,0.0,0,[]
2021-02-02_08_48_44_471,0,0,0,0.0,0,[]
2021-02-02_13_18_43_993,0,0,0,0.0,0,[]
2021-02-02_17_43_45_663,0,0,0,0.0,0,[]
2021-02-03_10_48_45_112,1,1,0,0.718,1,"[{""label"": ""person"", ""score"": 0.7182996869087219, ""bbox"": [0.0, 640.0896606445312, 143.04299926757812, 752.5338134765625]}]"
2021-02-03_15_23_44_711,0,0,0,0.0,0,[]
2021-02-04_07_53_43_558,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8010891079902649, ""bbox"": [28.020950317382812, 443.8236999511719, 171.8074493408203, 490.23773193359375]}]"
2021-02-04_12_18_44_425,0,0,0,0.0,0,[]
2021-02-04_16_58_44_828,0,0,0,0.0,0,[]
2021-02-05_09_33_44_561,0,0,0,0.0,0,[]
2021-02-05_14_08_46_355,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7634416222572327, ""bbox"": [27.680191040039062, 464.2435607910156, 146.23878479003906, 544.3006591796875]}]"
2021-02-08_06_33_46_419,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7534853219985962, ""bbox"": [47.459808349609375, 461.4795227050781, 158.08047485351562, 551.4552001953125]}]"
2021-02-08_11_03_45_243,1,2,0,0.664,2,"[{""label"": ""person"", ""score"": 0.7144900560379028, ""bbox"": [35.180721282958984, 489.20159912109375, 102.92669677734375, 618.0172729492188]}, {""label"": ""person"", ""score"": 0.6127929091453552, ""bbox"": [0.0, 460.3368225097656, 39.907691955566406, 548.7913208007812]}]"
2021-02-08_15_38_44_997,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7472571134567261, ""bbox"": [38.07243347167969, 461.5975341796875, 156.99647521972656, 544.700927734375]}]"
2021-02-09_08_08_44_443,0,0,0,0.0,0,[]
2021-02-09_12_33_44_611,1,1,0,0.745,1,"[{""label"": ""person"", ""score"": 0.7447632551193237, ""bbox"": [1070.800537109375, 570.2039794921875, 1149.058837890625, 699.53857421875]}]"
2021-02-09_17_08_44_500,0,0,0,0.0,0,[]
2021-02-10_09_43_44_472,1,3,1,0.661,4,"[{""label"": ""car"", ""score"": 0.7966213822364807, ""bbox"": [0.0, 440.35736083984375, 114.54066467285156, 490.03765869140625]}, {""label"": ""person"", ""score"": 0.7315155267715454, ""bbox"": [89.10478210449219, 578.4743041992188, 135.48782348632812, 694.8858032226562]}, {""label"": ""person"", ""score"": 0.6348682045936584, ""bbox"": [1176.4688720703125, 624.3357543945312, 1280.0, 758.1596069335938]}, {""label"": ""person"", ""score"": 0.6170637011528015, ""bbox"": [1124.194580078125, 444.9188232421875, 1212.9451904296875, 587.8092651367188]}]"
2021-02-10_14_23_44_919,0,0,0,0.0,0,[]
2021-02-11_06_43_42_940,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.819735050201416, ""bbox"": [31.042465209960938, 462.0675048828125, 146.17674255371094, 544.2572021484375]}]"
2021-02-11_11_28_44_652,0,0,0,0.0,0,[]
2021-02-11_15_53_42_853,0,0,0,0.0,0,[]
2021-02-12_08_33_44_271,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.7198533415794373, ""bbox"": [97.29629516601562, 419.24517822265625, 279.55352783203125, 502.435302734375]}]"
2021-02-12_13_08_44_816,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.7367838025093079, ""bbox"": [97.36890411376953, 418.27874755859375, 280.5039367675781, 503.2468566894531]}]"
2021-02-12_17_48_45_757,0,0,0,0.0,0,[]
2021-02-15_10_18_44_271,0,0,0,0.0,0,[]
2021-02-15_14_58_45_073,0,0,0,0.0,0,[]
2021-02-16_07_33_44_017,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8301321268081665, ""bbox"": [41.2769889831543, 462.227294921875, 160.36306762695312, 545.5478515625]}]"
2021-02-16_12_03_43_945,0,0,0,0.0,0,[]
2021-02-16_16_38_43_936,0,0,0,0.0,0,[]
2021-02-17_08_58_44_661,0,0,0,0.0,0,[]
2021-02-17_13_23_44_005,0,0,1,0.0,1,"[{""label"": ""truck"", ""score"": 0.6938155293464661, ""bbox"": [0.0, 423.5253601074219, 81.49148559570312, 509.19677734375]}]"
2021-02-17_17_53_45_272,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7402582168579102, ""bbox"": [47.092918395996094, 462.613037109375, 166.7489013671875, 542.7366943359375]}]"
2021-02-18_10_23_44_570,1,1,1,0.619,2,"[{""label"": ""truck"", ""score"": 0.747446596622467, ""bbox"": [0.0, 425.7397155761719, 86.0486831665039, 510.5165710449219]}, {""label"": ""person"", ""score"": 0.6189382672309875, ""bbox"": [391.6498718261719, 562.23583984375, 443.3746032714844, 671.4925537109375]}]"
2021-02-18_14_53_44_012,0,0,0,0.0,0,[]
2021-02-19_07_33_45_182,0,0,0,0.0,0,[]
2021-02-19_12_03_44_368,0,0,0,0.0,0,[]
2021-02-19_16_33_43_735,0,0,0,0.0,0,[]
2021-02-24_15_51_05_185,0,0,0,0.0,0,[]
2021-02-24_15_52_28_545,0,0,0,0.0,0,[]
2021-02-24_15_53_49_575,0,0,0,0.0,0,[]
2021-02-24_15_55_13_651,0,0,0,0.0,0,[]
2021-02-24_15_56_35_450,0,0,0,0.0,0,[]
2021-02-24_15_57_55_007,0,0,0,0.0,0,[]
2021-02-24_15_59_24_247,0,0,0,0.0,0,[]
2021-02-24_17_13_43_966,0,0,0,0.0,0,[]
2021-02-25_09_33_43_287,0,0,0,0.0,0,[]
2021-02-25_13_54_01_711,1,1,0,0.694,1,"[{""label"": ""person"", ""score"": 0.6941689252853394, ""bbox"": [100.02774047851562, 465.8676452636719, 123.85032653808594, 541.6649780273438]}]"
2021-02-26_02_59_00_403,0,0,0,0.0,0,[]
2021-02-26_10_58_51_055,0,0,0,0.0,0,[]
2021-02-26_15_33_44_218,0,0,0,0.0,0,[]
2021-03-01_07_58_45_847,0,0,0,0.0,0,[]
2021-03-01_12_33_47_941,1,2,0,0.682,2,"[{""label"": ""person"", ""score"": 0.7605985999107361, ""bbox"": [646.8740844726562, 508.4736328125, 685.3545532226562, 600.8079833984375]}, {""label"": ""person"", ""score"": 0.6025707721710205, ""bbox"": [43.637733459472656, 585.0354614257812, 87.49220275878906, 696.628173828125]}]"
2021-03-01_17_18_46_356,0,0,0,0.0,0,[]
2021-03-02_09_58_44_746,0,0,0,0.0,0,[]
2021-03-02_14_23_45_668,1,1,0,0.63,1,"[{""label"": ""person"", ""score"": 0.6299748420715332, ""bbox"": [0.013637542724609375, 701.8029174804688, 24.55630874633789, 778.0912475585938]}]"
2021-03-03_06_58_44_645,0,0,0,0.0,0,[]
2021-03-03_11_33_44_796,0,0,0,0.0,0,[]
2021-03-03_16_13_50_867,0,0,0,0.0,0,[]
2021-03-04_08_48_46_395,0,0,0,0.0,0,[]
2021-03-04_13_13_43_804,1,1,0,0.64,1,"[{""label"": ""person"", ""score"": 0.6403461694717407, ""bbox"": [82.1981201171875, 626.0497436523438, 135.2501678466797, 695.3020629882812]}]"
2021-03-04_17_38_43_629,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8250761032104492, ""bbox"": [66.8140869140625, 461.6539611816406, 184.53823852539062, 542.7804565429688]}]"
2021-03-05_10_08_45_661,0,0,0,0.0,0,[]
2021-03-05_14_33_44_803,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7926321625709534, ""bbox"": [75.53587341308594, 461.1603088378906, 193.64547729492188, 542.5881958007812]}]"
2021-03-08_07_03_45_240,0,0,0,0.0,0,[]
2021-03-08_11_28_46_573,0,0,0,0.0,0,[]
2021-03-08_16_03_46_613,0,0,0,0.0,0,[]
2021-03-09_08_33_45_292,1,1,0,0.749,1,"[{""label"": ""person"", ""score"": 0.7487483620643616, ""bbox"": [348.0758056640625, 545.8656616210938, 408.2091064453125, 708.6348266601562]}]"
2021-03-09_13_08_45_887,0,0,0,0.0,0,[]
2021-03-09_17_38_46_945,0,0,0,0.0,0,[]
2021-03-10_10_08_52_288,0,0,0,0.0,0,[]
2021-03-10_14_28_46_627,0,0,0,0.0,0,[]
2021-03-11_06_58_45_298,0,0,0,0.0,0,[]
2021-03-11_11_33_44_817,0,1,0,0.632,1,"[{""label"": ""person"", ""score"": 0.6324343681335449, ""bbox"": [1184.5386962890625, 583.8538818359375, 1253.1444091796875, 737.1717529296875]}]"
2021-03-11_16_08_43_074,0,0,0,0.0,0,[]
2021-03-12_08_33_43_964,0,0,0,0.0,0,[]
2021-03-12_12_58_44_657,0,0,0,0.0,0,[]
2021-03-12_17_23_43_915,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.7994498610496521, ""bbox"": [62.185630798339844, 461.3665771484375, 187.86727905273438, 539.111328125]}]"
2021-03-15_09_58_46_368,0,0,1,0.0,1,"[{""label"": ""car"", ""score"": 0.8095270395278931, ""bbox"": [10.949058532714844, 448.1904296875, 154.5093231201172, 495.81463623046875]}]"
2021-03-15_14_18_45_821,1,1,0,0.802,1,"[{""label"": ""person"", ""score"": 0.802050769329071, ""bbox"": [465.7638854980469, 587.36962890625, 536.5294799804688, 778.6041259765625]}]"
2021-03-16_06_53_44_711,0,0,0,0.0,0,[]
2021-03-16_11_23_45_344,0,0,0,0.0,0,[]
2021-03-16_15_58_43_519,0,0,0,0.0,0,[]
2021-03-17_08_38_43_984,0,0,0,0.0,0,[]
2021-03-17_13_08_45_335,0,0,0,0.0,0,[]
2021-03-17_17_33_43_798,0,0,0,0.0,0,[]
2021-03-18_09_53_44_960,1,2,0,0.742,2,"[{""label"": ""person"", ""score"": 0.7684032917022705, ""bbox"": [298.07952880859375, 504.1000671386719, 342.60247802734375, 611.619873046875]}, {""label"": ""person"", ""score"": 0.7163469195365906, ""bbox"": [1185.3905029296875, 583.3574829101562, 1251.5283203125, 702.6173095703125]}]"
2021-03-18_14_33_43_896,1,1,0,0.667,1,"[{""label"": ""person"", ""score"": 0.6672321557998657, ""bbox"": [244.19482421875, 477.0938720703125, 284.1359558105469, 571.1800537109375]}]"
2021-03-19_06_58_44_560,0,0,0,0.0,0,[]
2021-03-19_11_43_48_863,0,0,0,0.0,0,[]
2021-03-19_16_08_44_966,0,0,0,0.0,0,[]
2021-03-22_08_43_44_450,0,0,0,0.0,0,[]
2021-03-22_13_18_44_590,1,1,0,0.765,1,"[{""label"": ""person"", ""score"": 0.7650873064994812, ""bbox"": [344.0166015625, 646.160888671875, 451.86358642578125, 759.450439453125]}]"
2021-03-22_17_53_43_407,0,0,0,0.0,0,[]
2021-03-23_10_38_50_041,1,1,0,0.804,1,"[{""label"": ""person"", ""score"": 0.8038271069526672, ""bbox"": [752.1069946289062, 615.6734008789062, 826.9366455078125, 811.7254638671875]}]"
